Total_Error_mm,Percent_Error,Estimate_Type,Fishery
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
1.20,0.92,Adjusted,Penshell
0.20,0.15,Adjusted,Penshell
0.20,0.15,Adjusted,Penshell
-1.20,-0.92,Adjusted,Penshell
-3.60,-2.77,Adjusted,Penshell
-4.00,-3.08,Adjusted,Penshell
-9.10,-7.00,Adjusted,Penshell
10.20,8.10,Adjusted,Penshell
9.40,7.46,Adjusted,Penshell
8.20,6.51,Adjusted,Penshell
7.80,6.19,Adjusted,Penshell
7.30,5.79,Adjusted,Penshell
5.80,4.60,Adjusted,Penshell
5.10,4.05,Adjusted,Penshell
5.10,4.05,Adjusted,Penshell
5.10,4.05,Adjusted,Penshell
5.10,4.05,Adjusted,Penshell
4.90,3.89,Adjusted,Penshell
4.10,3.25,Adjusted,Penshell
4.10,3.25,Adjusted,Penshell
2.90,2.30,Adjusted,Penshell
2.40,1.90,Adjusted,Penshell
1.30,1.03,Adjusted,Penshell
1.30,1.03,Adjusted,Penshell
1.10,0.87,Adjusted,Penshell
0.20,0.16,Adjusted,Penshell
0.10,0.08,Adjusted,Penshell
-1.70,-1.35,Adjusted,Penshell
-4.20,-3.33,Adjusted,Penshell
6.10,4.62,Adjusted,Penshell
5.10,3.86,Adjusted,Penshell
4.20,3.18,Adjusted,Penshell
1.60,1.21,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-1.00,-0.76,Adjusted,Penshell
-8.90,-6.74,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
16.70,14.65,Adjusted,Penshell
14.30,12.54,Adjusted,Penshell
12.90,11.32,Adjusted,Penshell
12.00,10.53,Adjusted,Penshell
12.00,10.53,Adjusted,Penshell
-1.10,-0.96,Adjusted,Penshell
-1.10,-0.96,Adjusted,Penshell
-2.20,-1.93,Adjusted,Penshell
6.80,5.23,Adjusted,Penshell
1.70,1.31,Adjusted,Penshell
-1.10,-0.85,Adjusted,Penshell
-1.10,-0.85,Adjusted,Penshell
-4.80,-3.69,Adjusted,Penshell
-4.90,-3.77,Adjusted,Penshell
15.00,13.04,Adjusted,Penshell
14.60,12.70,Adjusted,Penshell
14.50,12.61,Adjusted,Penshell
14.00,12.17,Adjusted,Penshell
8.70,7.57,Adjusted,Penshell
7.50,6.52,Adjusted,Penshell
4.40,3.83,Adjusted,Penshell
2.70,2.35,Adjusted,Penshell
3.90,3.12,Adjusted,Penshell
2.20,1.76,Adjusted,Penshell
-3.80,-3.04,Adjusted,Penshell
-4.40,-3.52,Adjusted,Penshell
6.70,5.58,Adjusted,Penshell
0.80,0.67,Adjusted,Penshell
0.50,0.42,Adjusted,Penshell
8.00,6.40,Adjusted,Penshell
8.00,6.40,Adjusted,Penshell
4.20,3.36,Adjusted,Penshell
3.70,2.96,Adjusted,Penshell
3.70,2.96,Adjusted,Penshell
3.70,2.96,Adjusted,Penshell
2.70,2.16,Adjusted,Penshell
2.50,2.00,Adjusted,Penshell
2.20,1.76,Adjusted,Penshell
1.50,1.20,Adjusted,Penshell
1.30,1.04,Adjusted,Penshell
0.70,0.56,Adjusted,Penshell
-1.10,-0.88,Adjusted,Penshell
-2.80,-2.24,Adjusted,Penshell
-4.30,-3.44,Adjusted,Penshell
-5.40,-4.32,Adjusted,Penshell
4.50,3.60,Adjusted,Penshell
3.60,2.88,Adjusted,Penshell
3.30,2.64,Adjusted,Penshell
3.20,2.56,Adjusted,Penshell
2.90,2.32,Adjusted,Penshell
2.80,2.24,Adjusted,Penshell
2.10,1.68,Adjusted,Penshell
0.90,0.72,Adjusted,Penshell
0.70,0.56,Adjusted,Penshell
-2.20,-1.76,Adjusted,Penshell
-4.80,-3.84,Adjusted,Penshell
-8.90,-7.12,Adjusted,Penshell
7.40,6.43,Adjusted,Penshell
5.50,4.78,Adjusted,Penshell
-0.20,-0.17,Adjusted,Penshell
2.60,2.05,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
0.60,0.47,Adjusted,Penshell
-0.40,-0.31,Adjusted,Penshell
-1.40,-1.10,Adjusted,Penshell
-5.10,-4.02,Adjusted,Penshell
8.70,7.25,Adjusted,Penshell
7.60,6.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
6.40,5.33,Adjusted,Penshell
5.10,4.25,Adjusted,Penshell
4.10,3.42,Adjusted,Penshell
3.20,2.67,Adjusted,Penshell
3.00,2.50,Adjusted,Penshell
2.60,2.17,Adjusted,Penshell
2.60,2.17,Adjusted,Penshell
2.10,1.75,Adjusted,Penshell
2.10,1.75,Adjusted,Penshell
1.50,1.25,Adjusted,Penshell
0.40,0.33,Adjusted,Penshell
-1.00,-0.83,Adjusted,Penshell
15.20,12.56,Adjusted,Penshell
12.00,9.92,Adjusted,Penshell
7.30,6.03,Adjusted,Penshell
6.40,5.29,Adjusted,Penshell
5.20,4.30,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.90,4.05,Adjusted,Penshell
4.70,3.88,Adjusted,Penshell
2.90,2.40,Adjusted,Penshell
7.00,5.83,Adjusted,Penshell
6.90,5.75,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.60,4.67,Adjusted,Penshell
5.20,4.33,Adjusted,Penshell
3.70,3.08,Adjusted,Penshell
3.70,3.08,Adjusted,Penshell
3.30,2.75,Adjusted,Penshell
3.30,2.68,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
2.50,2.03,Adjusted,Penshell
-3.20,-2.60,Adjusted,Penshell
-3.60,-2.93,Adjusted,Penshell
-10.30,-8.37,Adjusted,Penshell
-11.10,-9.02,Adjusted,Penshell
-11.10,-9.02,Adjusted,Penshell
5.00,4.07,Adjusted,Penshell
4.50,3.66,Adjusted,Penshell
4.50,3.66,Adjusted,Penshell
3.90,3.17,Adjusted,Penshell
3.80,3.09,Adjusted,Penshell
2.90,2.36,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
2.20,1.79,Adjusted,Penshell
1.80,1.46,Adjusted,Penshell
0.80,0.65,Adjusted,Penshell
-1.60,-1.30,Adjusted,Penshell
-2.40,-1.95,Adjusted,Penshell
-3.80,-3.09,Adjusted,Penshell
-3.80,-3.09,Adjusted,Penshell
-8.30,-6.75,Adjusted,Penshell
7.30,6.35,Adjusted,Penshell
2.80,2.43,Adjusted,Penshell
0.30,0.26,Adjusted,Penshell
-0.30,-0.26,Adjusted,Penshell
-0.40,-0.35,Adjusted,Penshell
13.90,12.09,Adjusted,Penshell
11.20,9.74,Adjusted,Penshell
10.20,8.87,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.10,7.91,Adjusted,Penshell
9.00,7.83,Adjusted,Penshell
8.60,7.48,Adjusted,Penshell
5.00,4.35,Adjusted,Penshell
-38.40,-23.56,Adjusted,Penshell
-38.50,-23.62,Adjusted,Penshell
-40.60,-24.91,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.70,0.57,Adjusted,Penshell
0.20,0.16,Adjusted,Penshell
-0.40,-0.33,Adjusted,Penshell
-6.40,-5.20,Adjusted,Penshell
-7.40,-6.02,Adjusted,Penshell
-73.60,-59.84,Adjusted,Penshell
-0.40,-0.32,Adjusted,Penshell
-3.20,-2.58,Adjusted,Penshell
-3.20,-2.58,Adjusted,Penshell
-9.70,-7.82,Adjusted,Penshell
-10.30,-8.31,Adjusted,Penshell
6.50,5.46,Adjusted,Penshell
5.80,4.87,Adjusted,Penshell
5.30,4.45,Adjusted,Penshell
5.30,4.45,Adjusted,Penshell
4.30,3.61,Adjusted,Penshell
3.60,3.03,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
3.50,2.94,Adjusted,Penshell
-2.50,-2.10,Adjusted,Penshell
7.50,6.52,Adjusted,Penshell
-2.20,-1.91,Adjusted,Penshell
-2.90,-2.52,Adjusted,Penshell
-3.10,-2.70,Adjusted,Penshell
-3.50,-3.04,Adjusted,Penshell
-4.60,-4.00,Adjusted,Penshell
-15.30,-13.30,Adjusted,Penshell
6.50,5.16,Adjusted,Penshell
6.50,5.16,Adjusted,Penshell
-2.20,-1.75,Adjusted,Penshell
-3.20,-2.54,Adjusted,Penshell
-3.90,-3.10,Adjusted,Penshell
10.30,8.96,Adjusted,Penshell
8.80,7.65,Adjusted,Penshell
8.30,7.22,Adjusted,Penshell
6.60,5.74,Adjusted,Penshell
5.30,4.61,Adjusted,Penshell
4.70,4.09,Adjusted,Penshell
0.50,0.43,Adjusted,Penshell
5.00,4.17,Adjusted,Penshell
2.20,1.83,Adjusted,Penshell
2.20,1.83,Adjusted,Penshell
1.80,1.50,Adjusted,Penshell
0.60,0.50,Adjusted,Penshell
-1.30,-1.08,Adjusted,Penshell
-1.80,-1.50,Adjusted,Penshell
-2.20,-1.83,Adjusted,Penshell
-2.20,-1.83,Adjusted,Penshell
-5.00,-4.17,Adjusted,Penshell
-11.00,-9.17,Adjusted,Penshell
-3.40,-2.88,Adjusted,Penshell
-10.60,-8.98,Adjusted,Penshell
-10.60,-8.98,Adjusted,Penshell
0.90,0.69,Adjusted,Penshell
-6.20,-4.77,Adjusted,Penshell
-8.20,-6.31,Adjusted,Penshell
-8.20,-6.31,Adjusted,Penshell
-8.20,-6.31,Adjusted,Penshell
-8.20,-6.31,Adjusted,Penshell
-8.20,-6.31,Adjusted,Penshell
-8.20,-6.31,Adjusted,Penshell
-10.10,-7.77,Adjusted,Penshell
-10.30,-7.92,Adjusted,Penshell
-10.60,-8.15,Adjusted,Penshell
-10.90,-8.38,Adjusted,Penshell
-12.20,-9.38,Adjusted,Penshell
-12.50,-9.62,Adjusted,Penshell
-12.90,-9.92,Adjusted,Penshell
-14.60,-11.23,Adjusted,Penshell
-14.60,-11.23,Adjusted,Penshell
-14.60,-11.23,Adjusted,Penshell
-15.20,-11.69,Adjusted,Penshell
-15.50,-11.92,Adjusted,Penshell
-16.80,-12.92,Adjusted,Penshell
-17.60,-13.54,Adjusted,Penshell
4.50,3.72,Adjusted,Penshell
1.60,1.32,Adjusted,Penshell
1.50,1.24,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.70,0.58,Adjusted,Penshell
0.60,0.50,Adjusted,Penshell
0.60,0.50,Adjusted,Penshell
-0.20,-0.17,Adjusted,Penshell
-9.60,-7.93,Adjusted,Penshell
14.70,12.25,Adjusted,Penshell
13.70,11.42,Adjusted,Penshell
9.40,7.83,Adjusted,Penshell
3.90,3.25,Adjusted,Penshell
3.00,2.50,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
1.70,1.42,Adjusted,Penshell
0.50,0.42,Adjusted,Penshell
0.10,0.08,Adjusted,Penshell
-1.60,-1.33,Adjusted,Penshell
-2.50,-2.08,Adjusted,Penshell
-6.00,-5.00,Adjusted,Penshell
1.40,1.14,Adjusted,Penshell
0.60,0.49,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-1.70,-1.38,Adjusted,Penshell
-2.00,-1.63,Adjusted,Penshell
-2.40,-1.95,Adjusted,Penshell
-3.60,-2.93,Adjusted,Penshell
-3.60,-2.93,Adjusted,Penshell
-18.80,-15.28,Adjusted,Penshell
4.20,3.59,Adjusted,Penshell
3.70,3.16,Adjusted,Penshell
3.60,3.08,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
3.10,2.65,Adjusted,Penshell
2.50,2.14,Adjusted,Penshell
1.80,1.54,Adjusted,Penshell
1.40,1.20,Adjusted,Penshell
-0.10,-0.09,Adjusted,Penshell
-4.20,-3.59,Adjusted,Penshell
12.70,11.65,Adjusted,Penshell
3.80,3.49,Adjusted,Penshell
3.80,3.49,Adjusted,Penshell
3.70,3.39,Adjusted,Penshell
2.80,2.57,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-2.60,-2.13,Adjusted,Penshell
-5.20,-4.26,Adjusted,Penshell
-6.80,-5.57,Adjusted,Penshell
-7.40,-6.07,Adjusted,Penshell
-14.50,-11.89,Adjusted,Penshell
-14.90,-12.21,Adjusted,Penshell
12.10,10.08,Adjusted,Penshell
12.10,10.08,Adjusted,Penshell
1.50,1.25,Adjusted,Penshell
1.50,1.25,Adjusted,Penshell
-0.70,-0.58,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.20,-1.00,Adjusted,Penshell
-1.40,-1.17,Adjusted,Penshell
-2.10,-1.75,Adjusted,Penshell
-3.70,-3.08,Adjusted,Penshell
-3.70,-3.08,Adjusted,Penshell
-10.30,-8.58,Adjusted,Penshell
0.20,0.17,Adjusted,Penshell
0.00,0.00,Adjusted,Penshell
-0.70,-0.59,Adjusted,Penshell
-0.70,-0.59,Adjusted,Penshell
-0.70,-0.59,Adjusted,Penshell
-0.70,-0.59,Adjusted,Penshell
-0.70,-0.59,Adjusted,Penshell
-2.00,-1.69,Adjusted,Penshell
-2.20,-1.86,Adjusted,Penshell
-2.30,-1.95,Adjusted,Penshell
-2.70,-2.29,Adjusted,Penshell
-2.80,-2.37,Adjusted,Penshell
-3.60,-3.05,Adjusted,Penshell
-3.90,-3.31,Adjusted,Penshell
-3.90,-3.31,Adjusted,Penshell
-4.30,-3.64,Adjusted,Penshell
-4.70,-3.98,Adjusted,Penshell
-5.20,-4.41,Adjusted,Penshell
-6.20,-5.25,Adjusted,Penshell
-7.30,-6.19,Adjusted,Penshell
-7.50,-6.36,Adjusted,Penshell
9.70,8.66,Adjusted,Penshell
8.80,7.86,Adjusted,Penshell
-2.50,-2.23,Adjusted,Penshell
5.70,4.96,Adjusted,Penshell
4.60,4.00,Adjusted,Penshell
2.70,2.35,Adjusted,Penshell
2.60,2.26,Adjusted,Penshell
2.50,2.17,Adjusted,Penshell
2.10,1.83,Adjusted,Penshell
1.20,1.04,Adjusted,Penshell
1.20,1.04,Adjusted,Penshell
1.20,1.04,Adjusted,Penshell
1.20,1.04,Adjusted,Penshell
1.20,1.04,Adjusted,Penshell
1.20,1.04,Adjusted,Penshell
0.90,0.78,Adjusted,Penshell
-1.20,-1.04,Adjusted,Penshell
-2.50,-2.17,Adjusted,Penshell
-2.50,-2.17,Adjusted,Penshell
-2.90,-2.52,Adjusted,Penshell
-3.10,-2.70,Adjusted,Penshell
-3.50,-3.04,Adjusted,Penshell
-3.70,-3.22,Adjusted,Penshell
-5.80,-5.04,Adjusted,Penshell
-6.30,-5.48,Adjusted,Penshell
0.90,0.78,Adjusted,Penshell
-0.30,-0.26,Adjusted,Penshell
-0.30,-0.26,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-1.30,-1.12,Adjusted,Penshell
-5.30,-4.57,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
2.50,2.23,Adjusted,Penshell
-0.30,-0.27,Adjusted,Penshell
-0.30,-0.27,Adjusted,Penshell
-0.80,-0.71,Adjusted,Penshell
-4.10,-3.66,Adjusted,Penshell
11.60,10.18,Adjusted,Penshell
10.60,9.30,Adjusted,Penshell
3.80,3.33,Adjusted,Penshell
2.40,2.11,Adjusted,Penshell
2.40,2.11,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-0.50,-0.44,Adjusted,Penshell
-1.10,-0.96,Adjusted,Penshell
-1.10,-0.96,Adjusted,Penshell
-1.30,-1.14,Adjusted,Penshell
-1.60,-1.40,Adjusted,Penshell
-3.40,-2.98,Adjusted,Penshell
-3.60,-3.16,Adjusted,Penshell
-5.80,-5.09,Adjusted,Penshell
27.10,24.64,Adjusted,Penshell
27.10,24.64,Adjusted,Penshell
6.70,6.09,Adjusted,Penshell
5.40,4.91,Adjusted,Penshell
4.90,4.45,Adjusted,Penshell
4.60,4.18,Adjusted,Penshell
3.70,3.36,Adjusted,Penshell
3.70,3.36,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
3.40,3.09,Adjusted,Penshell
1.70,1.55,Adjusted,Penshell
-0.50,-0.45,Adjusted,Penshell
30.00,27.27,Adjusted,Penshell
5.10,4.64,Adjusted,Penshell
3.30,3.00,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
3.10,2.82,Adjusted,Penshell
